Segmento,NCM,Descrição,II_%,IPI_%,PIS_%,COFINS_%,Anuência,Origem,Destino,Incoterm,Moeda,Câmbio_BRLUSD,FOB,Frete_internacional,Seguro_internacional,Outras_despesas_origem,Outras_despesas_destino,Valor_aduaneiro_CIF,II_valor,Base_IPI,IPI_valor,Base_PIS_COFINS,PIS_valor,COFINS_valor,AFRMM,Taxa_Siscomex,ICMS,CBS_to_be,IBS_to_be,Custo_as_is,Custo_to_be
,3302.90.99,Outras,12.6,3.25,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3303.00.10,Perfumes (extratos),18.0,27.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3303.00.20,Águas-de-colônia,18.0,7.8,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3304.10.00,- Produtos de maquiagem para os lábios,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3304.20.10,"Sombra, delineador, lápis para sobrancelhas e rímel",18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3304.20.90,Outros,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3304.30.00,- Preparações para manicuros e pedicuros,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3304.91.00,"-- Pós, incluindo os compactos",18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3304.99.10,Cremes de beleza e cremes nutritivos; loções tônicas,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3304.99.90,Outros,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3305.10.00,- Xampus,18.0,4.55,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3305.20.00,"- Preparações para ondulação ou alisamento, permanentes",18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3305.30.00,- Laquês (Lacas*) para o cabelo,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3305.90.00,- Outras,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3306.10.00,- Dentifrícios (dentífricos),18.0,,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3306.20.00,- Fios utilizados para limpar os espaços interdentais (fios dentais),16.0,,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3306.90.00,- Outras,18.0,,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3307.10.00,"- Preparações para barbear (antes, durante ou após)",18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3307.20.10,Líquidos,18.0,4.55,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3307.20.90,Outros,18.0,4.55,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3307.30.00,- Sais perfumados e outras preparações para banhos,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3307.41.00,-- Agarbate e outras preparações odoríferas que atuem por combustão,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3307.49.00,-- Outras,18.0,22.0,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
,3307.90.00,- Outros,18.0,14.3,2.1,9.65,"ANVISA — RDC 16/2014, 752/2022, 949/2024, 907/2024",,,FOB,USD,,,,,,,=FOB+Frete_internacional+Seguro_internacional,=Valor_aduaneiro_CIF*II_%/100,=Valor_aduaneiro_CIF+II_valor,=Base_IPI*IPI_%/100,=Valor_aduaneiro_CIF+II_valor+IPI_valor,=Base_PIS_COFINS*PIS_%/100,=Base_PIS_COFINS*COFINS_%/100,,,,,,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+PIS_valor+COFINS_valor+AFRMM+Taxa_Siscomex+ICMS+Outras_despesas_origem+Outras_despesas_destino,=FOB+Frete_internacional+Seguro_internacional+II_valor+IPI_valor+AFRMM+Taxa_Siscomex+ICMS+CBS_to_be+IBS_to_be+Outras_despesas_origem+Outras_despesas_destino
